Expedition,Latitude,Longitude,Depth,NO3,d15N
NPB13-05,-17.09,-78.63,201.14,24.16,16.09
NPB13-05,-17.09,-78.63,179,0,15.43
NPB13-05,-17.09,-78.63,164.19,22.17,15.86
NPB13-05,-17.09,-78.63,150.68,20.79,15.01
NPB13-05,-17.09,-78.63,124.87,22.09,12.95
NPB13-05,-17.09,-78.63,115.71,21.1,12.34
NPB13-05,-17.09,-78.63,101.4,14.88,11.85
NPB13-05,-17.09,-78.63,90.23,12.75,11.95
NPB13-05,-17.09,-78.63,80.69,11.68,8.13
NPB13-05,-17.09,-78.63,71.39,8.45,10.78
NPB13-05,-17.09,-78.63,62.07,2.52,9.13
NPB13-05,-17.09,-78.63,51.83,1.65,9.46
NPB13-05,-17.09,-78.63,40.74,1.6,10.01
NPB13-05,-17.09,-78.63,31.43,1.58,12.23
NPB13-05,-17.09,-78.63,21.72,1.6,12.55
NPB13-05,-17.09,-78.63,12.78,1.63,6.96
NPB13-05,-17.09,-78.63,3.32,1.61,13.6
NPB13-05,-15.43,-80.01,1499.71,41.87,6.1
NPB13-05,-15.43,-80.01,1242.28,42.38,6.38
NPB13-05,-15.43,-80.01,1000.13,44.16,6.79
NPB13-05,-15.43,-80.01,748.5,45.64,7.29
NPB13-05,-15.43,-80.01,501.49,42.16,8.1
NPB13-05,-15.43,-80.01,399.12,39.08,8.52
NPB13-05,-15.43,-80.01,298.78,31.64,15.94
NPB13-05,-15.43,-80.01,249.9,28.07,20.18
NPB13-05,-15.43,-80.01,224.81,26.05,19.4
NPB13-05,-15.43,-80.01,201.21,24.24,17.84
NPB13-05,-15.43,-80.01,174.82,20.29,20.71
NPB13-05,-15.43,-80.01,149.08,19.09,14.67
NPB13-05,-15.43,-80.01,123.38,21.72,13.95
NPB13-05,-15.43,-80.01,98.4,19.74,11.25
NPB13-05,-15.43,-80.01,74.76,15.58,8.76
NPB13-05,-15.43,-80.01,49.22,1.89,10.36
NPB13-05,-15.43,-80.01,24.62,1.65,11.13
NPB13-05,-15.43,-80.01,9.62,1.67,8.88
NPB13-05,-15.43,-80.01,2.96,0,9.85
NPB13-05,-14,-81.2,1499.85,41.91,6.15
NPB13-05,-14,-81.2,1100.25,43.81,6.64
NPB13-05,-14,-81.2,1000.13,44.38,6.5
NPB13-05,-14,-81.2,802.42,45.83,7.02
NPB13-05,-14,-81.2,599.75,45.09,7.26
NPB13-05,-14,-81.2,501,42.67,7.62
NPB13-05,-14,-81.2,400.26,39.71,8.84
NPB13-05,-14,-81.2,360,36.91,8.79
NPB13-05,-14,-81.2,300.98,32.12,15.94
NPB13-05,-14,-81.2,289.71,31.48,16.9
NPB13-05,-14,-81.2,250.68,28.23,22.36
NPB13-05,-14,-81.2,209.94,25.62,22.72
NPB13-05,-14,-81.2,198.81,24.88,23.61
NPB13-05,-14,-81.2,175.07,23.15,23.08
NPB13-05,-14,-81.2,150.68,20.48,25.77
NPB13-05,-14,-81.2,129.93,18.99,17.28
NPB13-05,-14,-81.2,115.91,22.82,13.74
NPB13-05,-14,-81.2,100.03,23.59,11.29
NPB13-05,-14,-81.2,91.3,22.85,11.56
NPB13-05,-14,-81.2,65.16,11.02,10.59
NPB13-05,-14,-81.2,53.98,2.59,10.21
NPB13-05,-14,-81.2,53.96,2.43,10.14
NPB13-05,-14,-81.2,53.81,0,8.23
NPB13-05,-14.02,-81.2,399.8,39.34,8.83
NPB13-05,-14.02,-81.2,389.64,38.84,8.66
NPB13-05,-14.02,-81.2,370.64,37.19,8.51
NPB13-05,-14.02,-81.2,349.75,36.11,9.79
NPB13-05,-14.02,-81.2,340.12,35.44,9.93
NPB13-05,-14.02,-81.2,325.41,34.16,11.89
NPB13-05,-14.02,-81.2,149.63,20.19,25.72
NPB13-05,-14.02,-81.2,109.81,22.32,13.17
NPB13-05,-14.02,-81.2,79.31,22.39,10.53
NPB13-05,-14,-81.25,301.08,32.68,14.48
NPB13-05,-14,-81.25,269.23,30.52,17.71
NPB13-05,-14,-81.25,251.35,28.83,21.49
NPB13-05,-14,-81.25,230.49,27.77,20.28
NPB13-05,-14,-81.25,179.68,23.12,20.08
NPB13-05,-14,-81.25,159.8,21.18,16.75
NPB13-05,-14,-81.25,146.29,20.29,16.23
NPB13-05,-14,-81.25,130.79,21.38,14.6
NPB13-05,-14,-81.25,125.44,21.75,14.04
NPB13-05,-14,-81.25,119.87,22.76,13.12
NPB13-05,-14,-81.25,89.63,22.6,11.23
NPB13-05,-13.92,-81.28,1401.12,41.89,6.14
NPB13-05,-13.92,-81.28,1299.67,42.35,6.25
NPB13-05,-13.92,-81.28,1200.16,0,6.35
NPB13-05,-13.92,-81.28,1000.43,44.07,6.78
NPB13-05,-13.92,-81.28,899.54,44.94,6.86
NPB13-05,-13.92,-81.28,699.29,45.75,7.24
NPB13-05,-13.71,-81.38,275.82,30.83,17.09
NPB13-05,-13.71,-81.38,249.92,0,17.55
NPB13-05,-13.71,-81.38,225.84,26.89,18.46
NPB13-05,-13.71,-81.38,200.09,23.06,22.3
NPB13-05,-13.71,-81.38,184.51,21.78,22.71
NPB13-05,-13.71,-81.38,170.3,20.85,21.2
NPB13-05,-13.71,-81.38,161.15,20.46,20.51
NPB13-05,-13.71,-81.38,153.18,0,20.95
NPB13-05,-13.71,-81.38,65.45,0,10.54
NPB13-05,-13.71,-81.38,29.54,2.17,6.35
NPB13-05,-13.71,-81.38,1.8,2.18,11.94
NPB13-05,-13.71,-81.39,3501.03,37.57,5.36
NPB13-05,-13.71,-81.39,2998.56,38.31,5.37
NPB13-05,-13.71,-81.39,2500.56,38.39,5.36
NPB13-05,-13.71,-81.39,2250.72,39.06,5.58
NPB13-05,-13.71,-81.39,1999.95,39.97,5.69
NPB13-05,-13.71,-81.39,1747.99,40.82,5.91
NPB13-05,-13.71,-81.39,1498.21,41.94,6.03
NPB13-05,-13.71,-81.39,1247.55,42.84,6.17
NPB13-05,-13.71,-81.39,259.5,28.76,14.8
NPB13-05,-13.71,-81.39,241.52,27.41,17.28
NPB13-05,-13.71,-81.39,209.11,25.22,16.99
NPB13-05,-13.71,-81.39,180.43,22.71,16.2
NPB13-05,-13.71,-81.39,159.85,20.82,18.69
NPB13-05,-13.71,-81.39,155.46,20.28,19.29
NPB13-05,-13.71,-81.39,142.7,19.8,18.34
NPB13-05,-13.71,-81.39,139.7,19.26,13.51
NPB13-05,-13.71,-81.39,136.78,19.21,16.18
NPB13-05,-13.71,-81.39,130.15,18.71,16.31
NPB13-05,-13.71,-81.39,75.19,20.33,10.83
NPB13-05,-13,-82.2,1500.18,41.89,6.39
NPB13-05,-13,-82.2,1252.19,42.95,6.63
NPB13-05,-13,-82.2,1000.52,44.43,7.06
NPB13-05,-13,-82.2,500.48,41.85,8.12
NPB13-05,-13,-82.2,397.88,37.96,8.34
NPB13-05,-13,-82.2,349.78,33.91,10.5
NPB13-05,-13,-82.2,300.97,30.4,18.45
NPB13-05,-13,-82.2,289.14,29.73,19.55
NPB13-05,-13,-82.2,279.59,28.59,22.2
NPB13-05,-13,-82.2,273.36,27.79,24.57
NPB13-05,-13,-82.2,269.69,27.62,24.5
NPB13-05,-13,-82.2,258.29,27.3,24.2
NPB13-05,-13,-82.2,252.34,27.46,19.82
NPB13-05,-13,-82.2,239.18,26.09,21.17
NPB13-05,-13,-82.2,226.16,25.52,20.25
NPB13-05,-13,-82.2,199.1,21.61,21.45
NPB13-05,-13,-82.2,175.04,19.07,22.34
NPB13-05,-13,-82.2,147.37,18.01,28.8
NPB13-05,-13,-82.2,123.73,18.19,29.69
NPB13-05,-13,-82.2,101.18,20.91,13.99
NPB13-05,-12,-83.2,1500.65,41.91,6.05
NPB13-05,-12,-83.2,997.87,44.22,6.2
NPB13-05,-12,-83.2,499.88,42.03,7.32
NPB13-05,-12,-83.2,349.57,34.8,8.62
NPB13-05,-12,-83.2,298.97,34.31,7.7
NPB13-05,-12,-83.2,274.35,33.35,8.03
NPB13-05,-12,-83.2,257.78,33.29,7.88
NPB13-05,-12,-83.2,223.92,32.45,8.23
NPB13-05,-12,-83.2,199.34,30.29,9.62
NPB13-05,-12,-83.2,176.58,26.63,11.04
NPB13-05,-12,-83.2,149.44,27.16,10.1
NPB13-05,-12,-83.2,149.37,27.16,10.16
NPB13-05,-12,-83.2,79.1,25.68,10.33
NPB13-05,-12.98,-82.22,1000.36,44.34,6.98
NPB13-05,-12.98,-82.22,399.19,38.83,8.41
NPB13-05,-12.98,-82.22,348.33,0,9.08
NPB13-05,-12.98,-82.22,299.68,32.04,15.16
NPB13-05,-12.98,-82.22,274.12,0,19.13
NPB13-05,-12.98,-82.22,260.28,28.86,20.25
NPB13-05,-12.98,-82.22,249.78,0,20.82
NPB13-05,-12.98,-82.22,230.73,25.78,20.93
NPB13-05,-12.98,-82.22,201.8,22.41,22.72
NPB13-05,-12.98,-82.22,174.48,0,24.17
NPB13-05,-12.98,-82.22,160.29,18.84,23.67
NPB13-05,-12.98,-82.22,149.77,0,25.76
NPB13-05,-12.98,-82.22,135.05,0,27.94
NPB13-05,-12.98,-82.22,130.33,18.87,29.39
NPB13-05,-12.98,-82.22,125.03,0,27.04
NPB13-05,-12.98,-82.22,119.68,0,29.38
NPB13-05,-12.98,-82.22,109.92,0,9.01
NPB13-05,-12.98,-82.22,98.89,0,8.03
NPB13-05,-16.75,-86,1999.66,39.64,5.59
NPB13-05,-16.75,-86,1798.82,40.59,5.64
NPB13-05,-16.75,-86,1602.49,41.34,5.72
NPB13-05,-16.75,-86,1399.78,42.06,5.98
NPB13-05,-16.75,-86,1199.81,42.89,6.35
NPB13-05,-16.75,-86,1000.27,43.59,6.62
NPB13-05,-16.75,-86,799.62,45.53,6.55
NPB13-05,-16.75,-86,698.05,45.48,6.83
NPB13-05,-16.75,-86,599.75,44.71,7.24
NPB13-05,-16.75,-86,499.91,42.86,7.25
NPB13-05,-16.75,-86,398.97,41.99,7.59
NPB13-05,-16.75,-86,340.28,33.25,10.2
NPB13-05,-16.75,-86,300.5,31.18,10.95
NPB13-05,-16.75,-86,200.1,21.36,11.86
NPB13-05,-16.75,-86,150.71,10.37,11.52
NPB13-05,-16.75,-86,99.78,1.69,12.98
NPB13-05,-16.75,-86,60.83,0.45,10.93
NPB13-05,-16.75,-86,19.25,0.39,6.58
NPB13-05,-16.75,-86,2.45,0.58,12.59
NPB13-05,-16.75,-85,1000.71,44.09,6.42
NPB13-05,-16.75,-85,725,45.27,7.52
NPB13-05,-16.75,-85,599.62,43.55,7.11
NPB13-05,-16.75,-85,524.95,43.04,7.35
NPB13-05,-16.75,-85,450.24,41.55,7.63
NPB13-05,-16.75,-85,399.28,39.37,8.91
NPB13-05,-16.75,-85,373.57,38.01,9.83
NPB13-05,-16.75,-85,324.94,33.75,10.88
NPB13-05,-16.75,-85,298.97,31.88,11.69
NPB13-05,-16.75,-85,275.17,30.89,12.47
NPB13-05,-16.75,-85,249.18,27.01,13.21
NPB13-05,-16.75,-85,224.83,23.72,15.67
NPB13-05,-16.75,-85,200.74,20.77,22.57
NPB13-05,-16.75,-85,172.99,19.65,15.56
NPB13-05,-16.75,-85,161.17,22.67,13.03
NPB13-05,-16.75,-85,129.62,14.22,11.41
NPB13-05,-16.75,-85,126.61,12.81,11.38
NPB13-05,-16.75,-85,80.14,1.25,11.99
NPB13-05,-16.75,-85,75.37,0.87,13.19
NPB13-05,-16.75,-85,40.19,0.79,13.73
NPB13-05,-16.75,-85,8.97,0.86,11.37
NPB13-05,-16.75,-84,2100.81,39.55,5.83
NPB13-05,-16.75,-84,1499.89,41.87,6.36
NPB13-05,-16.75,-84,949,44.09,7.03
NPB13-05,-16.75,-84,724.43,45.41,7.61
NPB13-05,-16.75,-84,474.85,42.78,8.57
NPB13-05,-16.75,-84,348.03,38.18,8.67
NPB13-05,-16.75,-84,274.45,28.91,12.53
NPB13-05,-16.75,-84,259.29,26.72,13.69
NPB13-05,-16.75,-84,249.59,26.06,13.64
NPB13-05,-16.75,-84,198.55,22.64,14.13
NPB13-05,-16.75,-84,169.17,19.86,11.71
NPB13-05,-16.75,-84,150.08,14.89,11.41
NPB13-05,-16.75,-84,100.17,1.57,11.95
NPB13-05,-16.75,-84,90.73,1.08,11.07
NPB13-05,-16.75,-84,79.26,0.87,11.12
NPB13-05,-16.75,-84,49.24,0.56,10.33
NPB13-05,-16.75,-84,19.68,0.81,13.11
NPB13-05,-16.75,-84,1.94,0.74,10.62
NPB13-05,-16.75,-83,999.09,44.71,7.21
NPB13-05,-16.75,-83,924.33,45.71,7.12
NPB13-05,-16.75,-83,850.43,46.11,7.34
NPB13-05,-16.75,-83,774.14,46.02,7.67
NPB13-05,-16.75,-83,699.93,46.01,7.67
NPB13-05,-16.75,-83,625.2,44.51,7.85
NPB13-05,-16.75,-83,548.29,43.71,7.51
NPB13-05,-16.75,-83,476.23,42.31,8.14
NPB13-05,-16.75,-83,400.74,39.52,8.22
NPB13-05,-16.75,-83,329.9,34.62,9.88
NPB13-05,-16.75,-83,269.66,27.78,15.43
NPB13-05,-16.75,-83,210.14,22.72,15.16
NPB13-05,-16.75,-83,150.03,20.53,11.47
NPB13-05,-16.75,-83,119.56,11.25,11.15
NPB13-05,-16.75,-83,99.95,6.9,12.05
NPB13-05,-16.75,-83,94.34,3.76,11.54
NPB13-05,-16.75,-83,89.21,1.7,13.22
NPB13-05,-16.75,-83,85.3,1.6,9.96
NPB13-05,-16.75,-83,80.25,1.7,11.99
NPB13-05,-16.75,-83,74.83,1.6,12.65
NPB13-05,-16.75,-83,50.03,1.49,9.34
NPB13-05,-16.75,-83,24.73,1.26,14.1
NPB13-05,-16.75,-83,1.93,1.27,13.75
NPB13-05,-16.75,-82,1999.56,40.51,5.71
NPB13-05,-16.75,-82,1600.25,41.91,5.97
NPB13-05,-16.75,-82,998.84,45.51,6.67
NPB13-05,-16.75,-82,799.71,46.51,7.03
NPB13-05,-16.75,-82,700.34,46.11,7.49
NPB13-05,-16.75,-82,599.02,44.91,7.58
NPB13-05,-16.75,-82,500,43.31,8.15
NPB13-05,-16.75,-82,399.27,39.11,8.67
NPB13-05,-16.75,-82,349.1,34.89,11.12
NPB13-05,-16.75,-82,298.98,31.85,11.25
NPB13-05,-16.75,-82,258.19,28.21,13.04
NPB13-05,-16.75,-82,229.96,25.22,14.59
NPB13-05,-16.75,-82,199.1,22.32,14.83
NPB13-05,-16.75,-82,159.57,19.12,11.75
NPB13-05,-16.75,-82,149.89,14.43,11.3
NPB13-05,-16.75,-82,109.36,7.03,11.5
NPB13-05,-16.75,-82,99.73,1.73,9.74
NPB13-05,-16.75,-82,60.91,1.42,10.46
NPB13-05,-16.75,-82,20.17,1.94,11.98
NPB13-05,-16.75,-82,2.3,1.94,12.49
NPB13-05,-16.75,-81,1000.53,44.1,6.62
NPB13-05,-16.75,-81,749.86,44.9,7.01
NPB13-05,-16.75,-81,600.29,44.3,7.46
NPB13-05,-16.75,-81,525.27,42.7,7.56
NPB13-05,-16.75,-81,449.54,40.7,7.81
NPB13-05,-16.75,-81,398.61,38.8,8.17
NPB13-05,-16.75,-81,373.88,37.51,8.25
NPB13-05,-16.75,-81,350.63,35.91,8.67
NPB13-05,-16.75,-81,325.23,33.61,9.39
NPB13-05,-16.75,-81,274.31,29.93,10.83
NPB13-05,-16.75,-81,249.43,0,13.02
NPB13-05,-16.75,-81,224.1,23.54,14.58
NPB13-05,-16.75,-81,199.92,21.21,15.4
NPB13-05,-16.75,-81,174.52,22.62,12.65
NPB13-05,-16.75,-81,149.32,23.82,10.56
NPB13-05,-16.75,-81,123.51,14.05,10.34
NPB13-05,-16.75,-81,99.92,4.6,11.66
NPB13-05,-16.75,-81,74.61,1.34,11.47
NPB13-05,-16.75,-81,38.71,1.24,8.59
NPB13-05,-16.75,-81,9.7,1.34,11.35
NPB13-05,-16.75,-81,2.31,1.32,10.68
NPB13-05,-16.75,-80,2100.19,39.01,6.05
NPB13-05,-16.75,-80,1499.3,41.81,6.02
NPB13-05,-16.75,-80,1099.24,43.41,6.55
NPB13-05,-16.75,-80,725.03,45.12,7.3
NPB13-05,-16.75,-80,599.59,43.52,7.68
NPB13-05,-16.75,-80,473.13,41.13,8.01
NPB13-05,-16.75,-80,349.71,33.77,10.53
NPB13-05,-16.75,-80,259.98,25.71,24.68
NPB13-05,-16.75,-80,168.91,19.23,29.51
NPB13-05,-16.75,-80,139.37,19.1,14.98
NPB13-05,-16.75,-80,125.13,22.44,12.45
NPB13-05,-16.75,-80,78.41,2,13.48
NPB13-05,-16.75,-80,50.35,1.7,13.45
NPB13-05,-16.75,-80,20.39,1.73,13.28
NPB13-05,-16.75,-80,2.24,1.73,9.52
NPB13-05,-16.75,-79,889.74,45.6,6.86
NPB13-05,-16.75,-79,774.06,45.7,7.24
NPB13-05,-16.75,-79,699.77,45.06,7.48
NPB13-05,-16.75,-79,549,43.28,7.67
NPB13-05,-16.75,-79,473.64,41.92,8.08
NPB13-05,-16.75,-79,398.37,39.29,8.36
NPB13-05,-16.75,-79,348.61,34.83,10.5
NPB13-05,-16.75,-79,329.3,33.87,10.47
NPB13-05,-16.75,-79,269.16,28.73,17.23
NPB13-05,-16.75,-79,248.99,27.01,18.81
NPB13-05,-16.75,-79,210.34,23.79,21.65
NPB13-05,-16.75,-79,164.45,17.91,22.76
NPB13-05,-16.75,-79,150.39,17.88,18.73
NPB13-05,-16.75,-79,140,17.91,16.67
NPB13-05,-16.75,-79,124.2,21.19,13.82
NPB13-05,-16.75,-79,110.44,22.08,11.93
NPB13-05,-16.75,-79,51.13,1.48,13.56
NPB13-05,-16.75,-79,19.27,1.46,13.49
NPB13-05,-16.75,-79,1.71,1.46,13.46
NPB13-05,-18.6,-77.3,1500.17,41.31,6.32
NPB13-05,-18.6,-77.3,1098.75,43.04,6.78
NPB13-05,-18.6,-77.3,898.82,44.39,7.29
NPB13-05,-18.6,-77.3,699.8,44.31,7.76
NPB13-05,-18.6,-77.3,501.87,42.38,8.18
NPB13-05,-18.6,-77.3,451.78,41.2,8.42
NPB13-05,-18.6,-77.3,399.98,39.51,8.58
NPB13-05,-18.6,-77.3,351.17,36.33,9.42
NPB13-05,-18.6,-77.3,300.51,31.96,14.17
NPB13-05,-18.6,-77.3,249.17,27.3,21.36
NPB13-05,-18.6,-77.3,199.63,22.48,18.47
NPB13-05,-18.6,-77.3,199.38,22.47,18.96
NPB13-05,-18.6,-77.3,150.72,19.55,15.97
NPB13-05,-18.6,-77.3,100.46,20.78,12.29
NPB13-05,-18.6,-77.3,98.87,20.85,11
NPB13-05,-18.6,-77.3,80.94,13.28,6.67
NPB13-05,-18.6,-77.3,19.41,2.11,13.46
NPB13-05,-18.6,-77.3,2.47,2.11,10.81
NPB13-05,-21.5,-73.5,1501.4,40.84,6.33
NPB13-05,-21.5,-73.5,1099.84,42.88,6.8
NPB13-05,-21.5,-73.5,899.33,43.98,7.28
NPB13-05,-21.5,-73.5,699.43,43.25,7.7
NPB13-05,-21.5,-73.5,601.27,42.7,7.89
NPB13-05,-21.5,-73.5,499.61,41.56,8.31
NPB13-05,-21.5,-73.5,400.4,40.3,8.77
NPB13-05,-21.5,-73.5,324.13,35.99,9.85
NPB13-05,-21.5,-73.5,300.06,34.32,10.49
NPB13-05,-21.5,-73.5,249.06,30.2,12.51
NPB13-05,-21.5,-73.5,221,26.99,14.28
NPB13-05,-21.5,-73.5,190.49,24.34,15.25
NPB13-05,-21.5,-73.5,174.45,23.85,14.71
NPB13-05,-21.5,-73.5,140.1,22.9,13.71
NPB13-05,-21.5,-73.5,125.2,23,12.75
NPB13-05,-21.5,-73.5,79.82,10.14,13.02
NPB13-05,-21.5,-73.5,75.34,5.56,13.92
NPB13-05,-21.5,-73.5,30.27,1.59,7.14
NPB13-05,-21.5,-73.5,2.55,1.6,11.73
NPB13-05,-21.5,-72.5,799.66,44.35,7.25
NPB13-05,-21.5,-72.5,698.38,43.87,7.49
NPB13-05,-21.5,-72.5,500.33,41.95,7.92
NPB13-05,-21.5,-72.5,449.25,41.48,8.19
NPB13-05,-21.5,-72.5,400.01,40.15,8.5
NPB13-05,-21.5,-72.5,349.22,37.71,8.82
NPB13-05,-21.5,-72.5,250.05,29.7,12.3
NPB13-05,-21.5,-72.5,200.78,25.5,14.46
NPB13-05,-21.5,-72.5,174.47,22.69,15.72
NPB13-05,-21.5,-72.5,149.39,20.82,15.88
NPB13-05,-21.5,-72.5,129.24,20.47,15.62
NPB13-05,-21.5,-72.5,109.66,22.24,13.78
NPB13-05,-21.5,-72.5,90.5,22.3,12.83
NPB13-05,-21.5,-72.5,60.53,10.14,13.68
NPB13-05,-21.5,-72.5,20.83,3.06,15.27
NPB13-05,-21.5,-70.58,1500.12,40.46,6.25
NPB13-05,-21.5,-70.58,1249.14,41.95,6.54
NPB13-05,-21.5,-70.58,1000.09,43.27,6.66
NPB13-05,-21.5,-70.58,800.79,43.54,7.05
NPB13-05,-21.5,-70.58,598.86,41,7.51
NPB13-05,-21.5,-70.58,499.22,40.67,7.96
NPB13-05,-21.5,-70.58,398.34,37.69,8.77
NPB13-05,-21.5,-70.58,374.72,36.76,9.02
NPB13-05,-21.5,-70.58,298.96,29.8,19.79
NPB13-05,-21.5,-70.58,249.73,25.79,26.6
NPB13-05,-21.5,-70.58,199.93,22.63,27.85
NPB13-05,-21.5,-70.58,150.25,18.68,29.51
NPB13-05,-21.5,-70.58,130.29,17.07,30.64
NPB13-05,-21.5,-70.58,108.97,16.11,31.53
NPB13-05,-21.5,-70.58,90.32,13.23,31.93
NPB13-05,-21.5,-70.58,60.17,23.09,13.31
NPB13-05,-21.5,-70.58,44.53,21.42,14.72
NPB13-05,-21.5,-70.58,19.54,4.35,17.65
NPB13-05,-20.54,-70.71,499.37,41.37,8.15
NPB13-05,-20.54,-70.71,418.68,38,8.67
NPB13-05,-20.54,-70.71,400.72,36.55,9.51
NPB13-05,-20.54,-70.71,374.06,34.64,9.47
NPB13-05,-20.54,-70.71,349.02,32.74,12.92
NPB13-05,-20.54,-70.71,324.4,30.73,16.77
NPB13-05,-20.54,-70.71,299.85,28.62,20.43
NPB13-05,-20.54,-70.71,274.78,26.89,23.58
NPB13-05,-20.54,-70.71,249.66,25.3,25.79
NPB13-05,-20.54,-70.71,224.51,24.12,25.44
NPB13-05,-20.54,-70.71,199.82,22.5,26.65
NPB13-05,-20.54,-70.71,174.14,20.24,28.56
NPB13-05,-20.54,-70.71,150.38,17.99,30.93
NPB13-05,-20.54,-70.71,130.61,16.38,29.85
NPB13-05,-20.54,-70.71,110.01,15.57,29.85
NPB13-05,-20.54,-70.71,91.13,15.51,25.63
NPB13-05,-20.54,-70.71,74.65,16.25,21.88
NPB13-05,-20.54,-70.71,53.92,22,13.27
NPB13-05,-20.54,-70.71,39.67,21.26,13.47
NPB13-05,-20.54,-70.71,29.51,18.54,13.28
NPB13-05,-20.54,-70.71,20.12,7.88,11.88
NPB13-05,-20.54,-70.71,9.76,4.03,14.36
NPB13-05,-20.54,-70.71,1.89,4.03,16.13
NPB13-05,-20.74,-70.64,1673.64,40.11,6.07
NPB13-05,-20.74,-70.64,499.38,40.95,8.29
NPB13-05,-20.74,-70.64,449.92,39.39,8.83
NPB13-05,-20.74,-70.64,424.4,37.97,9.15
NPB13-05,-20.74,-70.64,374.78,31.53,13.7
NPB13-05,-20.74,-70.64,350.17,27.95,20.89
NPB13-05,-20.74,-70.64,324.67,25.87,24.58
NPB13-05,-20.74,-70.64,199.83,20.51,27.5
NPB13-05,-20.74,-70.64,149.53,18,30.85
NPB13-05,-20.74,-70.64,99.16,15.26,27.38
NPB13-05,-20.74,-70.64,95.16,15.18,27.9
NPB13-05,-20.74,-70.64,90.23,15.05,27.35
NPB13-05,-20.74,-70.64,86.35,15.1,26.63
NPB13-05,-20.74,-70.64,79.99,15.19,24.81
NPB13-05,-20.74,-70.64,74.91,15.28,23.82
NPB13-05,-20.74,-70.64,70.42,15.51,23.14
NPB13-05,-20.74,-70.64,65.53,16.16,21.63
NPB13-05,-20.74,-70.64,59.88,16.9,16.98
NPB13-05,-20.74,-70.64,50.54,21.45,13.68
NPB13-05,-20.74,-70.64,40.62,20.85,12.98
NPB13-05,-20.74,-70.64,30.15,15.56,12.59
NPB13-05,-20.74,-70.64,20.43,5.01,15.7
NPB13-05,-20.74,-70.64,1.77,3.25,16.51
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,3580.6,22.03,4.96
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,3250.3,21.68,4.83
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,2499.6,20.34,4.83
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,2001,18.96,4.88
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,1799.5,18.45,4.84
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,1600.3,17.96,4.75
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,1400.5,17.22,4.62
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,1200.6,16.44,4.62
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,1000.8,16.02,4.54
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,900.9,15.83,4.37
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,799.5,15.57,4.47
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,700.6,15.5,4.32
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,600.4,15.83,4.58
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,500.6,15.28,4.35
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,401.9,13.28,4.33
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,201.2,9.02,4.38
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,149.2,7.8,4.51
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,99.3,6.92,5.25
GEOTRACE GA01 (GEOVIDE),40.33,-10.04,59.8,5.22,5.13
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,5439.5,23.31,4.78
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,4998.9,23.33,4.83
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,4499.1,23.23,4.81
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,4000.8,22.98,4.76
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,3498.4,22.28,4.75
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,3000.2,21.45,4.72
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,2499.4,20.15,4.94
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,2250.1,19.7,4.61
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,1999.9,19.11,4.7
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,1749.7,18.82,4.72
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,1499.8,18.58,4.68
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,1250.5,18,4.72
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,1000,18.88,4.69
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,798.6,18.36,4.57
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,700.2,17.29,4.51
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,599.8,13.89,4.52
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,498.7,11.62,4.16
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,399.7,9.68,4.49
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,299.9,10.29,4.13
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,200.6,7.85,4.52
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,99.9,6.79,4.57
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,75,6.31,4.5
GEOTRACE GA01 (GEOVIDE),41.38,-13.89,58,4.81,6.02
